text,emotion
i will not say much because chanel always speaks for its self and i feel that chanel makes sure they have something for every age group,joy
i still feel terrible right now as this is what happened on monday night but i needed some time to recover before sharing and have been sleeping since it happened,sadness
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,fear
i found the art at the other side of all i feel very impressed with my work,surprise
im currently feeling way fucked up with the mother tongue paper,anger
i still feel a little dazed and have that sort of disbelieving feeling of oh my god,surprise
i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something,surprise
i know the playwright robert reid socially and i feel a bit weird being so critical of work by someone im kinda sorta friends with,surprise
i now agreed with you i will only let us be the past i am happy that you were once part of my life i do feel honoured,joy
i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,surprise
i cant shake the im hiding how i feel about myself beneath a fab jacket vibe and this style doesnt mesh well with most of the clothes i wear,joy
i stood kind of dumbfounded looking around feeling culture shocked,surprise
i wish i would feel blessed all the time and remember what i do have but for some reason it wears on me all the time and so i need that reminder through the year,love
i feel stupid every time i even think about it,sadness
i dont know you or what your going through but i feel sympathetic because im human lies,love
i feel that with all the talented players that we currently have especially with most of them being rested for the next game and the experience that our players bring to the game we have the ability to go further than we ever have,joy
i just feel kind of heartless now,anger
i remember moments of feeling lost or hopeless when i was younger,sadness
i just need to finish my venting feeling relieved not still feeling irritated,joy
i mean architectural wonders just make you feel wowed impressed and you just end up really respecting the people who built them but nature just makes you feel so much more aware of the world around you without actually actively doing anything because they were always there you know,surprise
i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,surprise
i can recall feelings of the time we were in coolum whilst laying in my own bed the other day and it s funny how he s calling me and we are speaking everyday now,surprise
i feel threatened by anyone i get this feeling that i want to kill someone,fear
i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,joy
im just not feeling it at all id much rather stay in singapore and spend time with my friends i hate everyone and sara is being really bitchy right now div style clearboth padding bottom,anger
im feeling aggravated listening to phoenix lost and found,anger
i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,sadness
i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back,fear
i feel uncomfortable when i need to sit through a bad presentations,fear
im feeling more fucked up than ive ever had and its nothing to do with my school work,anger
i was trapped in the mall and was starting to feel like a mallrat and i hated it,anger
i immediately reacted to that image feeling it was more a mark of kubricks ego than a clever nod to a film gone by,joy
i feel so happily rebellious,anger
id feel very sympathetic but then again its not like what the current situation seems,love
i have to fight from feeling overwhelmed by it all,surprise
i didnt feel the cold up there because we had a fire every night,anger
i wont face these obstacles and feel like a stressed out mess or worse a mommy failure,sadness
i want the girl i love to feel loved and be loved,love
i had seen but theres just something about their set that makes you feel so glad to be there,joy
i still feel ashamed that i live in a world of people who dont know how,sadness
i am going crazy at leas the feeling is more pleasent them fearful,fear
i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,surprise
ive been munching on craisins when i feel like something sweet,love
i feel more graceful already,joy
i was feelings amazed imagining how would she feel when she will get this,surprise
i not seeing and feeling the divine,joy
i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,anger
i might go out of existance i smile pick up my pen and fill the page with the things that you say the thoughts you obtain the moments you refrain far away its cause youre going insane and suddenly im left afraid because im not feeling that way instead im amazed why you gotta be that way,surprise
im feeling less annoyed with him,anger
i wonder why i feel surprised that things are different than i expected,surprise
i learned from him that being rich and feeling rich are two different things,joy
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,anger
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,anger
i was taken by sentimental feelings for the characters and distressed by their destinies,fear
i feel like i need cute pictures to share,joy
i usually just feel aggravated with the unprofessional attitude of the rest of the cast,anger
i needed to feel loved and accepted although i falter,love
i still feel a little dazed and high which is alarming since its been hours or so,surprise
i truly feel that the portrayal of jesus in this movie was gratuitously violent,anger
i get the feeling he is telling peter many people will be surprised,surprise
i feel like im such a troubled girl with no direction,sadness
i feel like i am a selfish person,anger
i usually start feeling anxious,fear
i feel kinda strange too cause i didnt encountered with such feelings last year,surprise
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
i feel frightened in a kind of a raw way,fear
im feeling a bit frustrated with myself tonight,anger
i sat there feeling so amazed that i actually found great joy in such simple things,surprise
i feel that the session was useful and gave me tools i need to move forward in my life,joy
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,anger
i got an overall dark and uncomfortable feeling as we chose to stay until the end as not to disrupt or be rude,anger
im so tired and heavy all the time its a familiar feeling though not a pleasant one,joy
i remember feeling shocked that he had called me religious,surprise
i feel like this is another one of those dresses that looks really cool from far away but when i take a closer look i dont like it as much,joy
i could loose my job i would be so f amp ed for xmas i hate xmas i hate holidays i wish they would go away i feel nervous i feel sad what if i disappoint my family my friends,fear
i am feeling quite overwhelmed,surprise
i feel a little funny discussing the realness of a portrayal of a condition ive never experienced,surprise
i let myself feel unsuccessful,sadness
i truly feel i am irate,anger
i can run and it feels amazing,surprise
i started feeling doubtful so i just sat in my seat disappointed,fear
i am starting the menopause constantly suffer with mood swings temper floods of tears unable to sit for long periods and concentrate feel constantly weepy and on edge feel unable to cope with the day to tasks of ordinary life,sadness
i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work,anger
i feel no remorse about doing this it was unsuccessful and a learning process for me in the development of this blog,sadness
i added muas primer to mine and it makes my skin feel lovely,love
i am just so sick of feeling hated and lonely and dumb and unloved and forgotten,anger
i feel a bit stunned actually,surprise
i love the feeling of the cold nipping at my nose while im in warm clothes,anger
im starting to feel wryly amused at the banal comedy of errors my life is turning into,joy
i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,fear
i kind of like the feeling that i am longing aching for spring,love
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,fear
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,anger
i feel optimistic that he ll settle in before too long once we ve arrived,joy
i am feeling a bit overwhelmed here,surprise
i just feel a weird vibe,surprise
i am feeling called to show up in a more faithful way,love
i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger
i was mightily nervous given that i crashed and burned at this point last time and i still remember feeling shocked at how hard i found the x second runs,surprise
i post this today partly because it s how today is and partly because i sometimes worry that my reputation for positivity might make people feel that my message is you should be happy all the time,joy
i felt unfairly treated at an airport,anger
i have only taken three rolls shots so far and really i have been feeling my way with a very strange camera a lightmeter and the long forgotten thought processes of slow photography,surprise
i often feel that working in it is like being a hopefully benevolent goliath that is often undone by the humblest of davids,joy
i haven t seen her since they broke up but now i m in this class and she is here waving at me so i go and sit next to her and get out my stuff and talk to her but i feel really strange about it because she cheated on my friend which i really should have mentioned before,surprise
i am feeling grumpy and irritated,anger
i am feeling pretty shitty about it maybe i should tell him to kiss my ass,sadness
i have a bad feeling that i am going to get very aggravated again tomorrow,anger
i am appalled that i feel violent toward another human being,anger
i know a lot of councillors who do not feel they get a sympathetic hearing from their local newspapers,love
i was feeling generous that saturday morning and told them to go ahead with their plan to have the stand and if they made enough money id take them to the theater to see a movie,love
i feel like hes trying to be the one to comfort me and help me get over yash which is sooo sweet of him but at the same time it makes me love yash more because he cant compare to yash i feel like i cant trust fateh,love
i feel this ad does i m not impressed,surprise
i could curse swear be angry be sad be happy be moody etc etc on the things i write just because i feel kinda disturbed with the search queries displayed on the dashboard that containing my name full name blog s name or my usual nickname,sadness
i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,joy
i can also song write without feeling all bashful about it and play music and my guitars without anyone telling me to turn it down,fear
i feel naughty just being this girls friend,love
i need to move past the grief and maybe even feel angry,anger
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,anger
i had to work in one i would not feel quite so affectionate,love
when i was ditched by my girlfriend,sadness
i feel like im in some weird dreamworld where i can do absolutely anything,surprise
ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together,fear
im really feeling very disheartened by it,sadness
i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,anger
i feel sooooooooper vain taking pics of myself for the last hour,sadness
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger
i feel amazed because when he watch his victim intensely the lying blonde has a pretty face like a girl his skin so smooth his lips so soft and pink and,surprise
i spent some time at the school yesterday talking to folks and snapping pics of my daughters as they delighted in the last day of school fun and i came away feeling impressed and happy which to tell the truth is my usual feeling about the place,surprise
i i have all the predictable feelings loki is that guy i know from many many other fandoms im not impressed with me for my loki feelings,surprise
i feel so amazed with myself as i could stride nonstop for more than minutes,surprise
i hate to feel threatened totally,fear
i feel so heartless right now,anger
i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness
i feel like im having something really naughty like dessert for breakfast,love
i feel like were in this together and im glad for that,joy
i was feeling so jaded i still am from all the sep preparation which for the most part progress has been moribund that i didn t feel like going on sep anymore,sadness
i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,surprise
i feel that i don t reach the deeper stages of sleep which they say are vital to a good sleep and proper functioning the following day,joy
i feel for this little pound lovely is truly a gift,love
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,fear
i did feel guilty about saying no to something she really wanted,sadness
i feel almost weird that someone i didnt know has impacted me emotionally these last few days,surprise
we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me,anger
im more attracted to him because i feel that he knows that hes weird and being a weirdo myself i figure things might work out,surprise
im feeling queezy and cant be bothered putting these in order so here goes,anger
i feel very strongly about supporting hence why we are running the mile,love
i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,love
i feel very slutty,love
i decided to see if i could locate margaret or jeff as i feel a longing to know how they are,love
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,surprise
i was feeling pressured but it looked awful to have my make up on and my dark wig and then my eye brows look so light,fear
i feel hated i feel like i dont belong and more and more i feel that i want to die,anger
i do feel that they are greedy and money hungry absolutely,anger
i feel as if anything less than points is acceptable and that we can forgive the team for losing at old trafford or stamford bridge,joy
i just remember feeling so amazed that this little person and i am only a child was my new brother,surprise
i really feel rotten and my ear hurts so bad but i still managed to work out days and really push the intensity,sadness
i was feeling quite impressed with myself for taking just eight months to finish just the lyrics for one fairly simple though sufficiently tortured emo song,surprise
i had been feeling guilty that i had played a part in their breakup and i have been subconsciously trying to figure out what wen wrong and how i could fix it and how i could prevent it and what is the purpose behind it,sadness
ive got a feeling that some day it is not only me who is proud of myself but my family will be too,joy
im thankful for it and the parents because they are understanding and make me feel less wimpy,fear
i try and try to keep up with other bloggers and read whats scheduled so that my review goes up close to when everyone elses does but im tired of feeling rushed tired of the pressure that i put upon myself,anger
i have had some very emotional nights of crying feeling unsure and angry,fear
im going at it with so much gusto i feel aching in my body already,sadness
i feel intimidated by your question,fear
i got a feeling give it up i got a feeling get away becuz i m cuz i m dangerous oh i m a badman ah,anger
i feel so peaceful so i know i made the right decision,joy
i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,surprise
i feel this triumphant pride as i stand at the counter like i am achieving some high level male honor because i am a female doing this a redhead to boot,joy
i get the feeling that hes not impressed with me,surprise
i feel completely blessed to be a part of this group,love
i feel hopeless and i realize i have met none of those goals,sadness
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,sadness
i was also feeling really pleased that i decided well cajoled bullied and ordered to go out running this evening,joy
i think im getting the feeling that were the weird ones for using dryers most of the time,surprise
i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,joy
i went to work but i feel stunned and numb,surprise
i often refer to myself as being weak im not sure what i mean exactly when i say it but i do know that when i reflect on the past two years i feel strong strong and accomplished,joy
i hate to have to clear my voice i hate to stammer i hate to feel the way i do now humiliated and frightened to the bones what do you want of me,sadness
i loved the feeling of providing for my little girl feeling like i could do something worthwhile and so natural as breastfeeding,joy
i think are close to me as online friends also feel they still very curious about me,surprise
i feel this way about all relationships romantic platonic and friend zoned friends that dissolve,love
i feel less submissive and just generally lost,sadness
i was feeling nostalgic about those days where i officially belonged to this city after getting married to shubhi in feb,love
i feel like i have been beaten up and looking back on my week i can see why,sadness
i woke up this morning feeling like the unfortunate drain cover that a href http www,sadness
i feel i m getting distracted and not real,anger
i feel like parts of me that were repressed and buried for so long are just now surfacing,sadness
i feel naughty by ratbagx,love
i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,sadness
i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself,sadness
i feel like a whore and im ashamed of,sadness
i retorted feeling my face grow hot,love
i can remember what it feels like to be enthralled by him i cant actually feel it,surprise
im feeling a bit listless but after the weekend from hell it had good points also im glad for some time to wind down,sadness
i don t know how i feel about all this how i feel about my place in it if i think that my work is more or less sincere than other gen xers and so on,joy
i practically got the feeling of a hostile environment,anger
i feel like life gave me a plenty of changes to shine and i pissed all over each and every one of them,anger
i do not like feeling unsure and uncertain,fear
i visit cantina i leave feeling that the food is lovely but not always worth the price,love
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,anger
i overly pc in feeling a little shocked,surprise
i ask him if he is feeling adventurous and wants to see that one since he already booked his friday and saturday nights and i already know he has church stuff on sundays,joy
i feel these phrases or sentences in and of themselves are a wonderful story all on their own,joy
i feel very excited for my familys future,joy
i am not feeling good pretty much everyday,joy
i loved feeling lily move and have missed it so much,sadness
i feel like im being punished and it makes me sad stressed worried,sadness
im also feeling overwhelmed by how often im saying im too old for that shit,surprise
i always feel horny nowadays,love
i always think say now feel a little hesitant i always think say now feel a little hesitant posted on may th by admin,fear
im feeling irritated by her friggin name,anger
i kind of feel fearful of starting,fear
i feel the eyes of many turn away disgusted by the self indulgence the audacity of a british woman to admit this point of failure,anger
i feel like a useless bastard,sadness
i feel pleasant staying away from the former,joy
i feel that way about popular culture,joy
i found it hard to feel for any of the supporting cast who eventually became late night snacks for the vampires,love
i didnt tell you because i didnt want you to feel afraid,fear
i feel like this really heartbroken little year old all over again she explained,sadness
im feeling a little romantic,love
im feeling like life is fairly sweet,love
i must say that i feel that i accepted something of a poisoned chalice,love
i feel privileged to be their mommy,joy
i feel like i m trying to be that guy who hangs out with curious george,surprise
i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,surprise
i feel like im living my life through all the romantic teen movies i watch,love
i feel like a positive ball of inspiration,joy
i began to feel curious and tried to percieve who i was beneath my pride and why i am who i am,surprise
i have some hard core problems and if i tell people about them they will feel sympathetic and consequently they will feel obligated to try to help,love
ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal,sadness
i feeling distressed,fear
i feel is very delicate,love
i feel selfish for that choice i made i just beg that you dont let your love for me go away,anger
i feel a little awkward about this but im going to share a poem with you,sadness
i end up feeling exhausted for all the rest of the day,sadness
ive gotten so used to them to the extent that im actually feeling weird without them,surprise
i feel kind of strange,surprise
i was speaking a lot of that to myself because well i feel very discontent where i am at in life,sadness
id love to know in the comments i feel like its a funny thing but i always love reading about how people schedule their days,surprise
i had to cut the lines to make it fit making it sound a bit rushed lets all make believe that that rushed feeling is actually a frantic feeling that was entirely deliberate shall we,fear
i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,anger
i found myself feeling a little discouraged that morning,sadness
i feel totally disillusioned with med school with london but most especially with my uni,sadness
i just remember feeling frantic desperately trying to say what i needed to say to q,fear
ive been feeling really caring towards jt,love
i was feeling grumpy not women problems grumpy but five year old i want to get my way kind of grumpy you don t think there s a difference,anger
i feel so foolish and ashamed,sadness
i was feeling when nick broke up with me over,sadness
i remember two specific things from that class feeling terrified of my teacher who would repeat the same question in spanish with increasing volume until his victim either managed to answer correctly or ran away screaming and feeling distracted by the cute boy who helped me study for tests,fear
i feel so physically beaten down that it is difficult to think about anything else right now,sadness
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there,anger
i feel like im single handedly supporting the tissue industry at the moment,love
i could feel the gloomy london fog and the oppressive tropical heat even though i was on vacation in oregon,sadness
i do stay though it would be six more months of feeling discontent at times of being here,sadness
i can guarantee that mondays won t feel half as dull when you prepare yourself for them with an enchanting sunday filled with good food big smiles and simple pleasures,sadness
i feel a bit tortured right now,fear
i was slicing a knife through a creamy cheesecake and i could imagine exactly how it would feel in my eager mouth,joy
i sit and remember what longing felt like and what denial feels like it is so strange to think i couldnt have changed my own perspective the experience itself created my view of the world,fear
ive come home for the holidays i feel so much more mellow,joy
im feeling shy im feeling mad im feeling sad,fear
i feel a bit overwhelmed in some areas so i may come off as whiney,surprise
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,joy
i feel blessed that i was there at the right time in the right place to see them and to feel a part of something that i hope will give the people of kuwait hope for progress,love
im feeling a little stressed out with it all,sadness
i say his helpless the phone muttered the i love you love his feeling always feel very sweet always feel to have him with me i nothing a person undertaking no matter where there is a he,love
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,fear
i do feel a little needy,sadness
i don t see december as the month of happiness counting down the days until christmas this doesn t feel like the season to be jolly anymore,joy
i left feeling quite dissatisfied with the whole thing specifically that she dictated to me that i should be on meds and did not discuss with me why she thought this was necessary nor what other lifestyle options there might be to reduce my risks etc,anger
i feel like i m falling quicker and quicker but i m not quite sure what i m falling into i m calling it love because that s what it feels like since my heart is beating rapidly and i can t seem to keep this tiny little smile off my face no matter what hour of the day,joy
i feel like i would have been confused if i had waited a long time before reading the second book,fear
im tired of feeling hopeless,sadness
i remember the very first day of feeling lousy years ago and how i believed my body was betraying me,sadness
when i was about six years old,fear
i feel i am really a cute pirate girl than the somewhat cute landlubber man that i sort of am,joy
i came home still feeling stunned and in need of rest i received a call from a dear elderly cousin marie to say she called an ambulance for herself and would be going to the hospital,surprise
i went on a bit of an auster binge after that and i remember feeling particularly fond of mr vertigo which is about a boy who learns to fly,love
i feel like the energy from the moon and the stars is just as vital both physically and emotionally as that from the sun,joy
i drove to class i was feeling a little apprehensive but still no sweat,fear
im feeling pretty contented too having an instructor to assist me with higher level math again for a while is very helpful,joy
i am not amazing or great at photography but i feel passionate about it,love
i feel as though at least in the range of age being doubtful or not believing in religion is not so uncommon while my mother who was born in sees being an atheist means you cannot be a moral person,fear
i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise
i feel as if im in some strange catholic vortex,surprise
i believe in you moment we all feel til then it s one more skeptical song,fear
i still feel a little weird calling the ceo of my company bob but relented after he corrected me repeatedly,surprise
i had been lying to myself feeling that maybe because i so loved spending time with this fellow and thought he enjoyed his time so equally with me that maybe the ends justified the means,love
i feel selfish thinking this way but i feel so lonely at times,anger
i feel a lot of shame in not having many romantic relationships in the past,love
i get that sick feeling like the one you get when you hear that someone passed away and youre shocked and lightheaded and i realize hes really gone forever,surprise
im feeling low and forgotten,sadness
i feel as though the past two months have been a strange waking hour upon the even stranger dream of everything my years in wisconsin were and were not,fear
im feeling a bit cranky today,anger
i am in a place where i feel hopeful of finally getting a job at another warehouse distributors like where i did work but the products are floral instead of stationary accessories art bags and such,joy
i had just eaten a particularly dreadful railway burger and so was feeling irritated before i even read his remarks hence my suggestion that he was only a so called environment secretary,anger
i feel defeated loss and confused,sadness
i feel as though i am living the world of opposites where a long cold winter is a sign of global warming free speech is only free as long as it is practiced in the echo chamber of political correctness and the u,anger
i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness,joy
i read these i am always very touched and feel so blessed,love
i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people,fear
i always jumble words and letters and i feel like the inhalers i took back in college are the culprit for my brain being permanently damaged,sadness
i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,surprise
i was feeling extremely anxious,fear
i started feeling very gentle contractions about minutes apart,love
i feel that you couldnt be bothered anymore,anger
i feel accepted there said panorma who is from indonesia,love
i think he was feeling playful and lonely cuz he was the only creature in the living room,joy
i feel slightly unimportant,sadness
i feel proud about her,joy
i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,fear
i mean its a good level on its own terms but everything before it was so well thought out and executed that doing constant mirror puzzles and topping it off with a crap final boss battle made the last level feel rushed in comparison though the last boss is bad no matter what way you slice it,anger
i think my hair is feeling confused,fear
i start to feel agitated inside,anger
i refuse to cut my hair too early and then possibly throw myself into some sort of depression because i don t like the length of it or don t feel pretty enough,joy
i was to worried about them knowing if i was high or not and feeling a little paranoid and i have never never been that type of person that would think and care about what people think about me and would always focus on what i had to do to get to where i needed to get in life,fear
i wont be so sure to feel optimistic about this either,joy
im excited for these new changes cause i really feel like it will help me feel like myself again in this funny blogging world,surprise
i tend to feel humiliated when criticized,sadness
i start to feel groggy as if i have been drugged,sadness
i feel i can do anything my beloved season calls me hyde count down seasons call a href http bookmark,joy
i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,joy
i am overly passionate but i love music for how it makes me feel i connect with the songs and the artists and i am amazed and truly in awe of those that can write a song that touches me,surprise
i feel like a monster because as we make our way through the rubble and stunned bodies all im thinking is that we need to find a way to keep going,surprise
i am responsible and would feel terribly dismayed at my lack of caring towards my job but lately i really have been irresponsible in regards to my shit job and i dont even feel like im letting anyone down,sadness
ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,fear
i agree with your original comment about down by the water i feel like that song transcends time and is gorgeously romantic but it s cinematic in that i feel like i m watching a story that belongs to someone else,love
i am feeling overwhelmed by daily responsibilities by expectations of my family and job by the demands on my time by my physical tiredness by the feeling that my burdens will overtake me by financial hardships by,surprise
i have been becoming i definitely want to include in my revamped definition of strength my impulse to nurture my sense of resonating to the feelings of others like a sympathetic string the way i ve been able to let go into life as an emotional being,love
i feel like i can breath now and not be so rushed,anger
when they phoned me from greatbritain to tell me that i could go there,joy
i have times when i feel insecure,fear
i feel for all those who lost their homes those without power and all from this last bad storm,sadness
i feel curious about all this things around,surprise
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear
i feel funny cause bonka neva thanked me fa his awards,surprise
i feel most of the time i think i look pretty cute,joy
i quit i will screw over everyone in the frame shop which i wouldnt feel bad about besides british,sadness
i was feeling a little disappointed in how little my hair had improved and the stickiness that was lingering,sadness
i feel about the loss of our beloved dog chewie,love
i never had that sense of belonging anywhere and where if anywhere is anyone supposed to belong and feel accepted,love
before an exam which i,fear
i feel increasingly passionate about,love
i have wonderful family who are constantly on the lookout for me make phone calls for me do pr for me but i feel helpless and folks i am a doer so i always feel like if i cant help myself then,sadness
i guess i am just feeling slightly shaken at this sudden news,fear
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,fear
i feel a longing for the obsession,love
i am feeling sorry for myself because someone made fun of my outfit,sadness
im not feeling too keen on that,joy
i feel so fucking rebellious all the rules and its so regimented like if class starts at theyre taking roll at,anger
i feel they think im always glad but theres something they dont no im the one whos feeling sad,joy
i always feel overwhelmed with a mixture of feelings while listening to these songs,surprise
i remember feeling a bit confused and really questioned her saying that to me,fear
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger
i see lyman i just feel more and more amazed about us,surprise
i quickly learned just by moving from sauna to ice cold bath to steam room to shower until you feel like a tortured goldilocks who wants nothing more than to find the middle ground between too hot and too cold,fear
i feel surprised that scientists to actually question about how it is weird for the initial conditions of the universe to be fine tuned to very special values such that our universe is almost flat,surprise
i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,sadness
i keep feeling like i m reaching him this last time i was so convinced that he was there that he was responding that he was listening to me but every time it just seems to all come crashing down again,joy
i doubt theres any greater reluctance by federal authorities to employ tear gas and plain force if they feel threatened,fear
i feel that will make you even more caring,love
i feel all slutty for some reason oh wait i know ive had like guys talk to me about sex and stuff one guy dave was like,love
i just remember feeling so much pain and being confused and scared and convinced that i could not do this,fear
i start to feel like im getting over the death of my beloved cat timmy and when i get used to the idea of only seeing my mum maybe twice a ytear from now on and justwhen i start planning for my futrue and happy timesa ahead i start efeeling like this again,love
i was half feeling very irritated and just wanted to get out of a amp f lol,anger
i am too fragile to feel too vulnerable of pain and too easy for tears,fear
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger
i was dwelling on the current state of my life i was unsure about my place in life and what i was going to do with it and i was feeling a bit bitter at god because of it,anger
i have stopped feeling surprised,surprise
i just yearned for that homey feeling where you are sitting at the river with friends and the sun is hot and warming your skin and you are wearing jean shorts and life is perfect for a day,love
i need these crutches but i feel like i cant help it i resigned myself to a position of being miserable so long ago that its taking me baby steps to realize i dont have to be,sadness
i would give everything to know you share my pain feel the aching caused by our parting,sadness
ive seen how mean other kids and adults can be to a child who doesnt fit into the norm and no way was i going to label him so he could be made to feel he was anything other than amazing,surprise
im pretty sure of is this feeling inside me of being terrified,fear
i wonder if they feel like reluctant leaders,fear
im feeling less fearful today ptl,fear
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger
i was telling her about how i was feeling a bit homesick,sadness
i was completely naked and feeling horny,love
i woke up feeling fabulous and im sure that half of that stems from the fact that ill be finishing my undergraduate studies in about weeks,joy
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
i see what being unhealthy does and i can feel the weight that i ve gained back and i am pissed that i let some of it creep back on,anger
i feel decently intelligent,joy
i feel valued by just contributing what i know of and share what id discovered with others,joy
i feel i have no hope of supporting a family and purchasing a house in vancouver,love
i receive the good news in joy like the magi or do i feel threatened by gods message like herod,fear
i am so proud of him and who he has become and i feel privileged to call him brother,joy
i ended up feelin shitty in mind,sadness
i feel that s the one thing i ve enjoyed about tv people have the time to be shocked over kenny powers and then you have time to let go of it and love him later on,surprise
i don t feel that my society has accepted me whole heartedly,love
i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,love
i meet men who feel insecure about women,fear
i spent a few hours listening to the thundershowers and feeling that gorgeous cool summer storm air across my ginormous pregnant self,joy
i feel always a tad bit more troubled at the conclusion with the days due to the fact i really often desire to hit my personal sales aim at the office,sadness
im very very very very sorry i havent been feeling very well,joy
i feel pretty beaten,sadness
i feel wonderful and i m very very grateful for all the support,joy
i can remember feeling really amazed at how i could settle down in my playroom read bombsite conservatory and find myself escaping into a whole new place altogether,surprise
i can say one good thing about this movie and thats the computer generated transformers took on a truly real look and feel i was amazed at how fluidly them integrated with the live action and just how good they looked in general,surprise
i feel very honoured and look forward to my time with this apron,joy
i talk to you i feel like a lot gets resolved,joy
i sing i feel weird,fear
im feeling extraordinarily dazed and bewildered this arvo for no particular reason and my muscles all hurt even though i dont actually have any,surprise
i do not know what to do in my current space to make myself feel more comfortable,joy
i feel them and im loving it,love
i feel bad not giving due credit,sadness
i was still feeling strong but i missed a couple lifts,joy
